n,pv_share,setpoint_mode,lam,ell,k_in,err,v_min,q_max,tol_eff,dq_max,eps_med,eps_max,eps_cf_med
40,0.1,calibrated,5.461538461538462,4,3,1.8372657076826115e-06,0.8226428033047429,0.08241356357486328,1e-06,4.926422814412937e-06,3.613036328220033e-07,1.3885584087008105e-06,1.884372565462441e-06
40,0.1,calibrated,5.461538461538462,5,2,4.068585990335549e-08,0.8226446388785627,0.0824135686565745,1e-06,0.0,,,
40,0.1,calibrated,5.7384615384615385,1,9,0.004807232077130297,0.8116179010524639,0.0,1e-06,0.08209652307418318,0.004390386625596392,0.004850907720333853,0.0022099215830934053
40,0.1,calibrated,5.7384615384615385,2,5,0.00027335128716610146,0.8100647575776638,0.08209652307418318,1e-06,0.0003694089460568109,2.028113555125108e-05,0.0002812125635906852,0.0002181800649042334
40,0.1,calibrated,5.7384615384615385,3,5,3.388397319670222e-05,0.8103691295645662,0.08220718698606046,1e-06,6.452490068182263e-05,9.07406396446547e-06,1.8442646079196975e-05,3.242633300265624e-05
40,0.1,calibrated,5.7384615384615385,4,4,3.571260536516796e-06,0.8103316558813959,0.08220786742674305,1e-06,8.478403336145174e-06,6.716379845916362e-07,2.4234516210871054e-06,3.5620572327113442e-06
40,0.1,calibrated,5.7384615384615385,5,2,1.6302190697370378e-07,0.8103353531926516,0.08220787161484437,1e-06,0.0,,,
40,0.1,calibrated,6.015384615384616,1,9,0.004797818194682502,0.7993592134855693,0.0,1e-06,0.08190721779794527,0.004534320471054071,0.00484305738286335,0.0024335984604240838
40,0.1,calibrated,6.015384615384616,2,6,0.0003636888910445446,0.7972266177810053,0.08190721779794527,1e-06,0.00043730086223723566,4.208762382898443e-05,0.00034229943283461517,0.0003028678423427423
40,0.1,calibrated,6.015384615384616,3,5,4.932646424760101e-05,0.7976364153105675,0.08200134990873925,1e-06,9.583163344423253e-05,1.2788021318135235e-05,2.7792706454490133e-05,4.7798379830107625e-05
40,0.1,calibrated,6.015384615384616,4,4,5.76695004306238e-06,0.7975812850954861,0.08200190934672148,1e-06,1.3602239109695832e-05,1.0760170094293948e-06,3.945197217967711e-06,5.802809750872344e-06
40,0.1,calibrated,6.015384615384616,5,2,2.7922901668642197e-07,0.7975872537692712,0.08200191267473488,1e-06,0.0,,,
40,0.1,calibrated,6.292307692307693,1,10,0.0047883932691199504,0.7866513148602977,0.0,1e-06,0.0817177664422728,0.004637600463030791,0.004932979260374098,0.0028399991478549264
40,0.1,calibrated,6.292307692307693,2,6,0.00047754494857399354,0.7838767124318134,0.0817177664422728,1e-06,0.0005180181790817129,7.067305768144254e-05,0.0004175681893532202,0.000411496960964374
40,0.1,calibrated,6.292307692307693,3,6,7.141869916937882e-05,0.7844221169162089,0.08179524251595034,1e-06,0.00014014477642730367,1.8098873708796997e-05,4.126654250915838e-05,6.999709548044404e-05
40,0.1,calibrated,6.292307692307693,4,4,9.442262376979649e-06,0.7843411864073948,0.08179568687600193,1e-06,2.1834607507997305e-05,1.7978269399264092e-06,6.430139911804883e-06,9.555424415801647e-06
40,0.1,calibrated,6.292307692307693,5,3,8.805907903974841e-07,0.7843515235659364,0.08179568942670698,1e-06,0.0,,,
40,0.1,calibrated,6.56923076923077,1,10,0.0047789571878605885,0.7734428149479536,0.0,1e-06,0.08152816722485735,0.004670834738922066,0.0053434227472752395,0.003599411986770151
40,0.1,calibrated,6.56923076923077,2,6,0.0006226764632972781,0.7699476997740692,0.08152816722485735,1e-06,0.0006153624837387643,0.00010835185055339267,0.0005117050305697665,0.0005522096215774708
40,0.1,calibrated,6.56923076923077,3,6,0.00010309879967385083,0.770669587417689,0.0815888622140314,1e-06,0.00020305544070165876,2.569642380037964e-05,6.074906839559196e-05,0.0001021629580571556
40,0.1,calibrated,6.56923076923077,4,4,1.519500678570651e-05,0.7705511589449143,0.08158919757192701,1e-06,3.470504822934439e-05,2.898573200722658e-06,1.0384773708941137e-05,1.5511866375584617e-05
40,0.1,calibrated,6.56923076923077,5,4,1.6437242040812095e-06,0.7705680357164714,0.08158919942616598,1e-06,4.784498765510978e-06,3.204444773372377e-07,1.4316230166836162e-06,1.8039933669090466e-06
40,0.1,calibrated,6.56923076923077,6,2,7.789749034703419e-08,0.7705663494970477,0.08158919943636479,1e-06,0.0,,,
40,0.1,calibrated,6.846153846153847,1,11,0.004769509836679453,0.7596704987000142,0.0,1e-06,0.08133841833725326,0.004881961210633331,0.0057913044731527415,0.004142641498460426
